Name,Location,Study Program,Sector,Rating,city,region
Burhan School and College Rawalpindi,"Burhan School and College, 33/B Bait  e  Sada Colony, Misrial Road, Rawalpindi",FSCMedical FSCEngineering ICom ICS FA,Private,0,Rawalpindi,Punjab
Govt Degree College For Women Miani Bhera Sargodha,Govt Degree College For Women Miani Bhera Sargodha,FA FSCMedical FA General Science FSCEngineering ICS ComputerScience ICom,Public,0,Sargodha,
Govt Boys Degree College Jand Attock,"Kachehri road, Jand",ICS ComputerScience FSCMedical FSCEngineering FA ICom,Public,0,Attock,
Govt College For Women Kot Momin Sargodha,Govt College For Women Kot Momin Sargodha,FSCMedical FSCEngineering ICS ComputerScience FA General Science FA,Public,0,Sargodha,
Govt Boys Degree College Naushera Khushab,Govt Boys Degree College Naushera Khushab,FA FSCEngineering FSCMedical ICS ComputerScience ICom FA General Science,Public,0,Khushab,
Govt Boys Degree College Jalalpur Bhattian Hafizabad,Govt Boys Degree College Jalalpur Bhattian Hafizabad,FA FSCEngineering FSCMedical ICS ComputerScience FA General Science,Public,0,Hafizabad,
Govt College of Commerce Mian Channu Khanewal,Mian Channu Khanewal,Dcom FA FSCEngineering FSCMedical ICS ComputerScience Icom DBA,Public,0,Khanewal,
Govt Degree College For Women Bhagtanwala Sargodha,Govt Degree College For Women Bhagtanwala Sargodha,FA Icom ICS ComputerScience FSCEngineering FSCMedical,Public,0,Sargodha,
RITE College Boys Mardan,Mardan,FA FSCMedical ICS ComputerScience FSCEngineering ICom,Private,0,Mardan,
Punjab Group of Colleges Lodhran,"Near Jalalpur Chowk,Jalalpur Peerwala Road,Lodhran",FA ICS ComputerScience FSCEngineering FSCMedical ICom FA General Science,Private,0,Lodhran,
Superior Science School & College Islamabad,"Superior Science School & College, Sarwar Road, Tauheed Abad, , Bahara Kau (F.A), Islamabad",FA ICS ComputerScience FSCEngineering FSCMedical ICom,Private,0,Islamabad,Islamabad Capital Territory
Govt Chandu Begum Degree College For Women Kangan Pur Kasur,Govt Chandu Begum Degree College For Women Kangan Pur Kasur,FA FSCEngineering FSCMedical,Public,0,Kasur,
Raja Budhya Khan Govt Degree College Samahni AJK,"Samahni, District Bhimber, Azad Jammu & Kashmir",FA FSCMedical FSC   Engreening,Public,0,AJK,
Govt Boys Degree College Nowshera Virkan Gujranwala,Govt Boys Degree College Nowshera Virkan Gujranwala,FA FSCEngineering FSCMedical ICS ICom,Public,0,Gujranwala,Punjab
Govt Institute of Commerce Arifwala Pakpattan,"Quboola Road, Arifwala",Icom ICS ComputerScience FSCEngineering FSCMedical FA,Public,0,Pakpattan,
Al  Suffah Girls College,"5  Khayaban  e  Sadiq, Sargodha.",FA Icom FSC   Engreening FSCMedical ICS ComputerScience,Private,0,College,
Frontier Education Foundation Degree College Kohat,Old Zanana Hospital Kohat.,FSCMedical FSCEngineering ICS ICom FA,Public,0,Kohat,
Punjab Group of Colleges Dera Ismail Khan,"Sheikh Yousaf Chowk,Main Bannu Road,Dera Ismail Khan",FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,0,Khan,
Cromwell Business School CBS Rawalpindi,"147  C, RCC Campus, Marirh Chowck, Murree Road, Saddar, Rawalpindi,   46000",ACCA,Private,0,Rawalpindi,Punjab
Paigham College Of Science And Commerce,"B  841 Commercial Market, Opposite Children Park Satellite Town, Rawalpindi.",FSCMedical FSCEngineering ICom ICS FA,Private,0,Commerce,
Govt Institute of Commerce Wazirabad Gujranwala,Govt Institute of Commerce Wazirabad Gujranwala,Dcom FA FSCEngineering FSCMedical FA General Science ICS Icom DBA,Public,0,Gujranwala,Punjab
Govt Institute of Commerce Fort Abbas Bahawalnagar,Govt Institute of Commerce Fort Abbas Bahawalnagar,Dcom FA ICom ICS,Public,0,Bahawalnagar,
Govt Degree College Boys Raiwind Lahore,Govt Degree College Boys Raiwind Lahore,FA FSCMedical ICS FSCEngineering ICom,Public,0,Lahore,Punjab
Govt Degree College For Women Sargodha,"Govt Degree College For Women Chak No.98/NB, Sargodha",FA FSCEngineering FSCMedical,Public,0,Sargodha,
Govt Degree College for Special Education Bahawalpur,Govt Degree College for Special Education near Civil Hospital Jhangi wala road Bahawalpur,FA,Public,0,Bahawalpur,Punjab
The National School & College Sector I  10/1 Islamabad,"The National School & College, House No. 1464  1465, St No.18, Sector I  10/1, Islamabada",FA FSCMedical FSCEngineering ICS Icom FA General Science,Private,0,Islamabad,Islamabad Capital Territory
Army Public School and College Badin,Cantonment Road Badin,FA FSCEngineering FSCMedical ICS ICom,Public,0,Badin,
Punjab Group of Colleges Bhimber,"Mirpur Bypass Road, District Bhimber, Azad Kashmir",FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,0,Bhimber,
Govt Degree College For Women Jand Attock,Moh danghi chowk attock,FA FSCEngineering FSCMedical FSC General Science ICS,Public,0,Attock,
Liaquat College of Management and Sciences Bahadurabad,F  2/1 Sir Ibrahim Haroon Jafar Road Opp. Agha Khan University Hospital.,ICS ComputerScience FSCMedical FSCEngineering ICom,Private,0,Bahadurabad,
RITE College Women Abbottabad,Abbottabad,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Abbottabad,Khyber Pakhtunkhwa
Govt College Boys Chunian Kasur,Govt College Boys Chunian Kasur,FA FSCEngineering FSCMedical ICS ICom FA General Science,Public,0,Kasur,
Punjab Group of Colleges Kotli,"Bypass Road, Kotli, Azad Kashmir",FA ICS ComputerScience FSCMedical FSCEngineering FA General Science ICom,Private,0,Kotli,
Govt Degree College For Women Wahndo Gujranwala,Govt Degree College For Women Wahndo Gujranwala,FA FSCEngineering FSCMedical FA General Science ICS ICom,Public,0,Gujranwala,Punjab
Govt Boys Degree College Athara Hazari Jhang,Govt Boys Degree College Athara Hazari Jhang,FA FSCEngineering FSCMedical ICS ComputerScience FA General Science,Public,0,Jhang,
Reliance College Bahawalpur,Reliance College of Science and Humanities 34  A Satellite Town University Road Bahawalpur,FSCMedical FSCEngineering FA ICS ComputerScience ICom,Private,0,Bahawalpur,Punjab
Islamabad Model College for Boys F  10/3 Islamabad,"Islamabad Model College for Boys, F  10/3, Islamabad",FA FSCMedical FSCEngineering FA General Science ICS ICom,Private,2,Islamabad,Islamabad Capital Territory
Stars Group of College Arifwala,Main Qabula Road Near Sabir Hospital Arif Wala,FSCEngineering FSCMedical FA ICS ICom,Private,0,Arifwala,
Chinar Degree College Bagh Azad Kashmir,Bagh Azad Kashmir,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Public,0,Kashmir,
Government Islamia College Badin,Gularchi Road Badin,FA FSCEngineering FSCMedical ICom ICS ,Public,0,Badin,
Govt College For Women Behal Bhakkar,Govt College For Women Behal Bhakkar,FA FSCMedical FSCEngineering FA General Science,Public,0,Bhakkar,
Govt Degree College Salarwala Chak Jhumra Faisalabad,Govt Degree College Salarwala Chak Jhumra Faisalabad,FA ICS FSCMedical FSCEngineering FA General Science ICom,Public,4,Faisalabad,Punjab
Govt Degree College Mamash Khel Bannu,Mamash Khel Bannu,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Public,0,Bannu,
Govt Institute of Commerce Kharian Gujrat,"Near Honda Mardan Showroom, Kharian Gujrat",Dcom Icom FA FSCEngineering FSCMedical ICS DBA,Public,0,Gujrat,
Govt Institute of Commerce Pattoki,Govt Institute of Commerce Pattoki,Dcom ICom,Public,0,Pattoki,
Govt Degree College For Women Mari Sargodha,Govt Degree College For Women Mari Sargodha,FSCEngineering FA General Science ICom FSCMedical FA,Public,0,Sargodha,
Small Bullet Punjab College of Commerce 2  Khayaban  e  Sadiq Sargodha,Small Bullet Punjab College of Commerce 2  Khayaban  e  Sadiq Sargodha,FA FSCMedical FSCEngineering ICS Icom,Private,0,Sargodha,
Punjab Group of Colleges Shorkot,"1 Km from Tahsil Chowk,Cantt Road",FA ICS ComputerScience FSCMedical FSCEngineering ICom FA General Science,Private,0,Shorkot,
Punjab Group of Colleges Rawlakot,"Near United Hospital Western Bypass Road,Rawlakot",FA ICS ComputerScience FSCMedical FSCEngineering FA General Science ICom,Private,0,Rawlakot,
Govt College For Women Gangapur Jaranwala Faisalabad,Govt College For Women Gangapur Jaranwala Faisalabad,FSCMedical FSCEngineering ICS FA General Science FA ICom,Public,0,Faisalabad,Punjab
City Group of Colleges Gujranwala,"Sialkot Road, Wazirabad, Gujranwala, ",FA FSCEngineering FSCMedical FA General Science ICS ICom,Private,0,Gujranwala,Punjab
Modern Language School & College Islamabad,"Plot# 3  E, Near I  10 Telephone Exchange,I  10 Markaz Islamabad",FA FSCMedical FSCEngineering ICS Icom FA General Science,Private,0,Islamabad,Islamabad Capital Territory
RITE College Women Peshawar,"Peshawar,Khyber Pakhtunkhwa",FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Peshawar,Khyber Pakhtunkhwa
Govt Institute of Commerce Darya Khan Bhakkar,Bhakkar,ICS ComputerScience FSCEngineering ICom FSCMedical FA,Public,0,Bhakkar,
Govt College For Women Sahiwal Sargodha,Govt College For Women Sahiwal Sargodha,FA FSCEngineering FSCMedical ICS ComputerScience,Public,0,Sargodha,
Government Degree College Balakot,Balakot,FSCEngineering FSCMedical FA,Public,0,Balakot,
Govt Degree College Sarai Sidhu Kabirwala Khanewal,Govt Degree College Sarai Sidhu Kabirwala Khanewal,FA FSCEngineering FSCMedical ICS ComputerScience ICom FA General Science ,Public,0,Khanewal,
Govt College For Women Mankera Bhakkar,Govt College For Women Mankera Bhakkar,FA FSCMedical FSCEngineering ICS FA General Science,Public,0,Bhakkar,
Govt Degree College Basal Jand Attock,Tehsil jand attock,FA ICS FSCEngineering FSCMedical FA General Science,Public,0,Attock,
Govt Degree College Women Gulshan  e  Ravi Lahore,Govt Degree College Women Gulshan  e  Ravi Lahore,FSCEngineering FSCMedical ICS ICOM FAFA General Science,Public,0,Lahore,Punjab
ILM Group of College Bhakkar Campus,Ilm Group of College Near GHQ hospital bhakkar,FSCEngineering FSCMedical FA IT ICom ICS ComputerScience,Private,0,Lahore,
Army Public School and College for Boys Rawalpindi Cantt,"Army Public School & College (Boys), Ordnance Road, Rawalpindi Cantt",FSCMedical FSCEngineering ICom ICS FA,Private,0,Cantt,
Rainbow Foundation High School & Girls College Rawalpindi Cantt,"Rainbow Foundation High School & Girls College, 13  Al  Mumtaz Colony, Adiala Road, Rawalpindi Cantt",FSCEngineering FSCMedical ICS ComputerScience ICom FA,Private,0,Cantt,
FG Degree College for Women Bannu Cantt,BANNU CANTT,FA ICS ComputerScience FSCMedical FSCEngineering,Public,0,Cantt,
PIES School and College Islamabad,"PIES School & College, 12  K, Sitara Market, Markaz G  7, Islamabad",FA ICS ICom FSCMedical FSCEngineering FSC General Science,Private,0,Islamabad,Islamabad Capital Territory
RITE College Women Kohat,Kohat,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Kohat,
Stars Group of Colleges Bahawalpur,"Wakeel Wali Chak, Bahawalpur ",ICS ComputerScience FSCMedical ICom FA FSCEngineering,Private,0,Bahawalpur,Punjab
Govt Degree College Sillanwali Sargodha,Govt Degree College Sillanwali Sargodha,FA FSCMedical FSCEngineering ICS ComputerScience FA General Science,Public,0,Sargodha,
Govt Degree College Mathra Peshawar,Govt Degree College Mathra Peshawar,FA FSCEngineering FSCMedical ICS ComputerScience,Public,0,Peshawar,Khyber Pakhtunkhwa
Govt Institute of Commerce Kallurkot Bhakkar,Govt Institute of Commerce Kallurkot Bhakkar,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Public,0,Bhakkar,
All City Leadership School And College Islamabad,"All City Leadership School And College (ACL), Main Barma Road, Pindorian, Near Tube Well No.18, Madina Town (F.A), P.O. Tarlai, Islamabad",FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,0,Islamabad,Islamabad Capital Territory
RITE College Boys Haripur,Haripur,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Haripur,
Stars Group of Colleges Muridke,"Peer – Baha  ud  Din Arcade, Main G.T Road, Muridkey",ICS ComputerScience FSCMedical FSCEngineering ICom FA FSC General Science,Private,0,Muridke,
Govt Degree College Bhagtanwala Sargodha,Govt Degree College Bhagtanwala Sargodha,FA FA General Science FSCMedical FSCEngineering ICS ComputerScience,Public,0,Sargodha,
Govt Boys Degree College Mangowal Gujrat,Govt Boys Degree College Mangowal Gujrat,FA FSCEngineering FSCMedical FA General Science ICom,Public,0,Gujrat,
Govt College For Women Pindigheb Attock,Govt College For Women Pindigheb Attock,FA FSCEngineering FSCMedical FSC General Science ICS,Public,0,Attock,
Govt Post Graduate College for Women Samundri Faisalabad,Govt Post Graduate College for Women Samundri Faisalabad,FA FSCEngineering FSCMedical FA General Science ICS Icom Dcom,Public,0,Faisalabad,Punjab
RITE College Women Charsadda,Charsadda,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Charsadda,
Govt College For Women Mian Channu Khanewal,Govt College For Women Mian Channu Khanewal,FA FSCEngineering FSCMedical ICS ComputerScience,Public,0,Khanewal,
Federal Abdali College and School Rawalpindi Cantt,"Federal Abdali College and School, Misrial Road, Chaman Abad, Rawalpindi Cantt",FA FSCEngineering FSCMedical ICS ICom,Private,0,Cantt,
Government College For Women farooq Colony Sargodha,FARROQ COLONY SARGODAH,FA ICS ComputerScience FSC   Engreening FSCMedical,Public,0,Sargodha,
The Oasys School Karachi,"C  53, Block  2, Clifton, Karachi",FSCMedical FSC   Engreening ICS ICom FA,Private,0,Karachi,Sindh
Rise Group of College kasur,VU campus Baldia chowk kasur,FA ICOM FSCEngineering FSCMedical ICS,Private,1.25,kasur,
Govt Institute of Commerce Naushera Khushab,Naushera Khushab,Dcom FA FSCEngineering FSCMedical ICS ComputerScience Icom DBA,Public,0,Khushab,
PIES Group of Schools and Colleges islamabad,"PIES Group of Schools & Colleges (Ghouri Town Campus), Gangal East, Ghouri Town PH  II, Service Road, Near Total Petrol Pump, Islamabad",FSCMedical FSCEngineering FA ICom ICS FSC General Science,Private,0,islamabad,
United Chenab School and College Islamabad,United Chanab School and College 342  L Police Foundation Main Road PWD Islamabad,FSCMedical FSCEngineering ICS ComputerScience ICom FA,Private,0,Islamabad,Islamabad Capital Territory
RITE College Women Mansehra,Mansehra,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Mansehra,
Euro Ark College,"Ist Floor ,Al  Ahmed Plaza Shelly Valley Range Road, Rawalpindi",FA ICom FSCMedical FSCEngineering ICS,Private,0,Rawalpindi,
Govt College of Commerce Fateh Garh Lahore,3  Saeed Block Canal Bank Housing Scheme Fatehgarh Lahore,FSCMedical FSCEngineering ICom ICS FA Diploma in Commerce DCom,Public,0,Lahore,Punjab
Govt Institute of Commerce Noorpur Thal Khushab,Noorpur Thal Khushab,Dcom FA FSCEngineering FSCMedical ICS ComputerScience Icom DBA,Public,0,Khushab,
Govt Degree College For Women Kudwala Yazman Bahawalpur,Govt Degree College For Women Kudwala Yazman Bahawalpur,FA FSCMedical FSCEngineering,Public,0,Bahawalpur,Punjab
RITE College Women Bari kot Swat,Bari kot Swat,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Swat,
The Guardian School & College Islamabad,"The Guardian School & College, Pindorian, P.O.Tarlai, Near Minhas Palace (F.A), Islamabad",FA FSCMedical FSCEngineering ICS ComputerScience ICom,Private,0,Islamabad,Islamabad Capital Territory
Govt Institute of Commerce Mankera Bhakkar,"Bhakkar  Jhang Rd, Mankera Shehr, Mankera Punjab",ICS ComputerScience ICom DCom,Public,4,Bhakkar,
Roots Girls College Rawalpindi,"Roots Girls College, 83  Harley Street, Chaklala Cantt Rawalpindi",FSCEngineering FSCMedical ICS FA General Science FA,Private,0,Rawalpindi,Punjab
"Govt. Institute of Commerce, Isakhel, Mianwali",Mianwali Banu Road Isakhel,ICom,Public,0,Mianwali,
RITE College Boys Peshawar,Peshawar Khyber Pakhtunkhwa,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Peshawar,Khyber Pakhtunkhwa
Govt Sir Syed Inter College Katas Choa Saidan Shah Chakwal,Chakwal,FA FSCMedical FSCEngineering ICS,Public,4.5,Chakwal,
Govt Degree College For Women Yazman Bahawalpur,Govt Degree College For Women Yazman Bahawalpur,FA FSCEngineering FSCMedical FSC General Science,Public,0,Bahawalpur,Punjab
Govt Degree College Mangwal Chakwal,Chakwal,FA FSCEngineering FSCMedical ICS,Public,0,Chakwal,
Government Degree College for Women Dullewala Bhakkar,Bhakkar,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Public,0,Bhakkar,
Govt Degree College for Boys Bhera,"Saddique Abad Colony, Infront of Railway Station, Bhera, District Sargodha",FA ICS FSCEngineering FSCMedical ICom,Public,0,Bhera,
Govt Degree College Kakki Bannu,"Kakki,Latamber Bannu",FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Public,0,Bannu,
Govt College of Commerce Faisalabad Road Sargodha,Govt College of Commerce Faisalabad Road Sargodha,ICom,Public,0,Sargodha,
"Govt. Institute of Commerce (W), Gujrat",Jalalpur Jattan Road Gujrat,ICom,Public,0,Gujrat,
Islamia Girls Degree College Kohat,SHIMLA PAHARI KOHAT,FSCMedical FSCEngineering ICS ICom FA,Private,0,Kohat,
Govt Institute of Commerce For Women Jhelum,Govt Institute of Commerce For Women Jhelum,Dcom IT,Public,0,Jhelum,
Stars Group of Colleges Multan,Opposite combination restaurant near Al  Hamra Bakery street #1 Peer Khursheed Colony Road Multan,ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,0,Multan,Punjab
Stars Group of Colleges Sharaqpur,Bara Adda Jaranwala Road Sharaqpur Shareef,ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,3.5,Sharaqpur,
Govt Degree College Ghoriwala Bannu,"Ghoriwala, Latamber Bannu",FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Public,5,Bannu,
Government G N Degree College For Women Nankana Sahib,Near T  H  Q Hospital Nankana Sahib,FA ICS ComputerScience FSCEngineering FSCMedical,Public,0,Sahib,
Fies Group of Schools and Colleges Islamabad,"FIES Group of Schools and Colleges, Near Athal Chowk, Main Murree Road, Bhara Kahu (F.A), Islamabad",FA FSCEngineering FSCMedical ICS ICom FA General Science,Private,0,Islamabad,Islamabad Capital Territory
Army Public School and College for Boys Rawalpindi,"Army Public School & College for Boys, Westridge III, Range Road, Rawalpindi",ICS FSCMedical FA ICom FSCEngineering,Private,0,Rawalpindi,Punjab
Govt Degree College Peer Phullahi Chakwal,Chakwal,FA FSCEngineering FSCMedical ICS ComputerScience FA General Science,Public,0,Chakwal,
Govt College Of Commerce Shahpur Sadar Sargodha,Govt College Of Commerce Shahpur Sadar Sargodha,Dcom ICom,Public,0,Sargodha,
Dar  e  Arqam College of Commerce Narwala Road Faisalabad,Dar  e  Arqam College of Commerce 54  A Narwala Road Faisalabad,Dcom ICom,Public,1,Faisalabad,Punjab
Govt College for Women Faisalabad,Govt College for Women D  Type Colony Faisalabad,FA FSCEngineering FSCMedical,Public,3,Faisalabad,Punjab
Stars Educational Natwork Faisalabad,"667  B, Batyala Colony, Saleemi Chowk Safiana Road, Faisalabad",ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,0,Faisalabad,Punjab
Stars Group of Colleges Rahim Yar Khan,Opposite to Govt post graduate college for women. Atta road. Canal Park Rahim Yar Khan.,ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,0,Khan,
Govt Institute of Commerce Haroonabad Bahawalnagar,Govt Institute of Commerce Haroonabad Bahawalnagar,FA Icom DCom,Public,0,Bahawalnagar,
Govt Degree College Farooka Sargodha,Govt Degree College Farooka Sargodha ,FA FA General Science FSCMedical FSCEngineering,Public,0,Sargodha,
Superior College Ali Pur Chattha,Superior College Ali Pur Chattha,FSC Per Engineering FSC Per Medical FA ICOM ICS Computer Seiences,Private,0,Chattha,
Stars Academy Mandi Bahauddin,"Ghega House Phalia Road Near Eiffel Town, Mandi Bahaudin.",ICS ComputerScience FSCMedical FSCEngineering FA ICom,Private,0,Bahauddin,
Govt Degree College Boys Dulle Wala Darya Khan Bhakkar,Govt Degree College Boys Dulle Wala Darya Khan Bhakkar,FA FSCMedical FSCEngineering ICS ComputerScience FA General Science,Private,0,Bhakkar,
Govt Degree College Bhera Sargodha,Govt Degree College Bhera Sargodha,FSCMedical FSCEngineering FSC General Science FA,Public,0,Sargodha,
Government Technical and Vocational Centre Women Kohat,OTS Road,FSCMedical FSCEngineering ICom ICS FA,Public,0,Kohat,
Govt Degree College Women Data Nagar Lahore,Govt Degree College Women Data Nagar Lahore,ICS FSCEngineering FSCMedical ICom FA BA,Public,0,Lahore,Punjab
Govt Institute of Commerce Minchinabad Bahawalnagar,Govt Institute of Commerce Minchinabad Bahawalnagar,Dcom Icom FA,Public,0,Bahawalnagar,
Government Postgraduate Boys College Bagh,BAGH AZAD KASHMIR.,FSCEngineering FSCMedical FA,Public,0,Bagh,
Fazaia Intermediate College Islamabad,E  9 Islamabad,FSCMedical FSCEngineering FA ICS ComputerScience ICom,Private,3,Islamabad,Islamabad Capital Territory
Govt Postgraduate College for Women Bagh Azad Kashmir,BAGH AZAD KASHMIR.,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Public,0,Kashmir,
RITE College Women Dargai Malakand,Dargai Malakand,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Malakand,
Stars Group of Colleges Layyah,Layyah,ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,0,Layyah,
Army Public School and College for Girls Rawalpindi Cantt,"Army Public School and College for Girls, Range Road, Westridge  III, Rawalpindi Cantt",ICS FSCEngineering FSCMedical ICom FA,Private,2,Cantt,
Little Oxford College of Commerce,"154/1, Bank Road, Rawalpindi Cantt, ",FA Icom ICS ComputerScience FSCEngineering FSCMedical,Private,0,Peshawar,Khyber Pakhtunkhwa
Govt Institute of Commerce for Women Bahawalnagar,Govt Institute of Commerce for Women Bahawalnagar,Dcom FA ICom,Public,0,Bahawalnagar,
Govt Degree College Women Chung Lahore,Govt Degree College Women Chung Lahore,FA FSCEngineering FSCMedical ICS ICom,Public,1,Lahore,Punjab
Govt Girls Degree College Chagarmatti Peshawar,Govt Girls Degree College Chagarmatti Peshawar,FA FSCMedical FSCEngineering ICS ComputerScience FA General Science,Public,0,Peshawar,Khyber Pakhtunkhwa
Govt Institute of Commerce For Women Gujrat,Gujrat,DCom,Public,0,Gujrat,
Government G N Degree College For Boys Nankana Sahib,Near DCO Complex Nankana Sahib,FA FSCEngineering FSCMedical ICS ComputerScience,Public,0,Sahib,
Stars Group of Colleges Sargodha,"88  A, Satellite Town, Sargodha",ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,0,Sargodha,
PAF Degree College Kohat,"Ghazi Camp, Bannu Rd, Kohat",FSCEngineering FSCMedical FSC General Science,Private,0,Kohat,
Govt College Women Hassanabdal District Attock,Govt College Women Hassanabdal District Attock,FA FSCEngineering FSCMedical,Public,0,Attock,
The QIMS Group of Schools & Colleges,Peshawar,FA FSCEngineering FSCMedical FA General Science ICS ICom,Private,0,Lahore,Punjab
Govt Degree College Women Rakh Chabeel Lahoree,Govt Degree College Women Rakh Chabeel Lahoree,ICS Icom FA FA General Science FSCEngineering FSCMedical,Public,0,Lahoree,
Federal Kintaar College Rawalpindi Cantt,"Federal Kintaar College, Harley Street, Kalma Chowk, Rawalpindi Cantt",FA ICS FSCMedical FSCEngineering Icom,Private,0,Cantt,
Government Degree College for Women Jandanwala District Bhakkar,Jandanwala District Bhakkar,FA FSCEngineering FSCMedical ICom ICS  ComputerScience,Public,0,Bhakkar,
RITE College Boys Dera Ismail Khan,Dera ismail khan,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Khan,
Mohtarma Benazir Bhutto Higher Secondary School Lahore,Sadique Pura Data Nagar Badami Bagh Lahore,FSCEngineering FSCMedical ICom ICS FA,Private,0,Lahore,Punjab
RITE College Women Swabi,Swabi,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Private,0,Swabi,
Rising Stars Model School and College Rawalpindi Cantt,"Rising Stars Model School and College, Dhoke Gujran, Misrial Road, Rawalpindi Cantt",FA ICS ICom FSCMedical FSCEngineering,Private,0,Cantt,
Govt Institute of Commerce Jhang Road Faisalabad,Govt Institute of Commerce Jhang Road Faisalabad,Dcom ICom,Public,0,Faisalabad,Punjab
Govt Institute of Commerce Hasilpur Bahawalpur,Govt Institute of Commerce Hasilpur Bahawalpur,Dcom Icom FA DBA DHO,Public,0,Bahawalpur,Punjab
Stars Group of Colleges Shahdara,35  A GT Road Shahdara Lahore.,ICS ComputerScience FSCMedical FSCEngineering ICom FA,Private,0,Shahdara,
Govt College of Commerce Ahmadpur Sharqia Bahawalpur,Govt College of Commerce Ahmadpur Sharqia Bahawalpur,Dcom FA ICom,Public,0,Bahawalpur,Punjab
Government College Boys Bhalwal,Gujrat road Bhalwal,FA FSCEngineering FSCMedical FSC General Science,Public,5,Bhalwal,
Govt Degree College Muslim Bagh,BAGH AZAD KASHMIR.,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Public,0,Bagh,
Govt Girls Degree College Surani Bannu,Surrani Bannu,FA ICS ComputerScience FSCMedical FSCEngineering ICom  ,Public,0,Bannu,
Fazaia Inter College Rawalpindi Cantt,"Fazaia Inter College, Jinnah Camp, Khanna Road, Rawalpindi Cantt",FSC General Science FSCEngineering FSCMedical FA ICom ICS,Private,0,Cantt,
Keys Inter College Rawalpindi,"88, Street No.7, Chaklala Scheme III, Rawalpindi, ",ICS ComputerScience FSC General Science ICom FA FSCEngineering FSCMedical,Private,0,Rawalpindi,Punjab
The Knowledge School & College Islamabad,"The Knowledge School & College, Qadri Plaza,  Town, P.W.D, Islamabad",FA ICS ComputerScience FSCMedical ICom FSCEngineering,Private,0,Islamabad,Islamabad Capital Territory
The Jinnah School and College Islamabad,"The Jinnah School and College, House No.317, Street No.58, F  10/3, Islamabad",FA FSCMedical ICS ComputerScience ICom FSCEngineering,Private,0,Islamabad,Islamabad Capital Territory
Fatima Public School and College Islamabad,"Fatima Public School and College, Jabba Khanna Dak (F.A), Islamabad",FA FSCEngineering FSCMedical ICS ComputerScience ICom,Private,0,Islamabad,Islamabad Capital Territory
Islamabad College of Science and Commerce Islamabad,"Islamabad College of Science and Commerce, Near Jhugi Stop, Main Murree Road, Bhara Kahu, Islamabad",FA FSCEngineering FSCMedical FA General Science ICS ICom,Private,0,Islamabad,Islamabad Capital Territory
Dot Com College of Science and Technology Kohat,BNNU ROAD CHIKERKOT KOHAT CITY,FSCMedical FSCEngineering ICom ICS FA,Private,0,Kohat,
Jinnah Muslim School and College Islamabad,"Jinnah Muslim School and College, Park Road, Tramri Chowk, Tarlai (F.A), Islamabad",FA FSCEngineering FSCMedical ICS ICom FA General Science,Private,0,Islamabad,Islamabad Capital Territory
Government Degree College Boys Jandanwala Bhakkar,Jandanwala Bhakkar,FA FSCEngineering FSCMedical ICS ComputerScience ICom,Public,1,Bhakkar,
Stars Group of Colleges Khanpur,Khanpur,ICS ComputerScience FSCEngineering FSCMedical FA ICom,Private,5,Khanpur,
Government Degree College Ara Khel Kohat,"ARAKHEL,F.R. KOHAT",FSCMedical FSCEngineering ICS ICom FA,Public,0,Kohat,
Govt College For Women Darya Khan Bhakkar,Govt College For Women Darya Khan Bhakkar,FA FSCMedical FSCEngineering ICS FA General Science,Public,0,Bhakkar,
Govt Degree College Mankera Bhakkar,Bhakkar,FA FSCMedical FSCEngineering ICS ComputerScience,Public,0,Bhakkar,
Govt College For Women Sahianwala Faisalabad,"Govt College For Women 153/RB, Sahianwala Faisalabad",FA FA General Science ICS ICom FSCMedical FSCEngineering,Public,0,Faisalabad,Punjab
